"","text","category_id","cateory","ethnic"
"600","壮族_中华全家福  壮族老照片 广西武鸣的壮族姑娘在扩音器前唱山歌，1956年。李仲魁 摄",3,"culture","Zhuang"
"601","2013年广西壮族自治区普通高等学校招生有关照顾政策 2013年广西壮族自治区普通高等学校招生有关照顾政策 根据教育部有关规定，2013年高考报名期间采集考生具有加分或降分照顾的资格按如下内容采集。如果教育部有新的规定，则按新规定执行。加分或降分的项目、幅度以教育部和我区有关规定为准。一、有下列情形之一的应届高级中等教育学校毕业考生，可以在考生考试成绩的基础上按下列相应条款增加分数投档，由学校审查录取。同一考生如符合多项增加分数投档条件的，只能取其中最高一项分值，增加的分值不得超过20分。（一）高级中等教育阶段获得以下奖项者，加10分：1. 全国中学生学科奥林匹克竞赛省级赛区一等奖以及全国决赛一、二、三等奖。2. 下列全国竞赛一、二等奖者：（1）全国青少年科技创新大赛（含全国青少年生物和环境科学实践活动）；（2）“明天小小科学家”奖励活动；（3）全国中小学电脑制作活动。3. 下列国际竞赛获奖者：（1）国际科学与工程大奖赛；（2）国际环境科研项目奥林匹克竞赛。以上各奖项的奖项名称及获奖学生名单，教育部均以2011年、2012年、2013年具有保送生资格的形式在中国高等教育学生信息网上予以公布。能否获得加分或具有保送生资格，以教育部以此形式公布的获奖项目名称和获奖学生名单为准。（二）在高级中等教育阶段，参加重大国际体育比赛集体或个人项目取得前6名；全国性体育比赛个人项目取得前6名的考生，加20分（均须出具参加比赛的原始成绩）。在高级中等教育阶段，获国家二级运动员（含）以上称号并经自治区招生考试院在报考当年组织测试（与体育专业术科考试同时进行）、认定的应届考生，加10分，同时规定只有报考非体育类专业的考生才适用于此项加分政策。二、对自谋职业的退役士兵考生，加10分；在服役期间荣立二等功（含）以上或被大军区（含）以上单位授予荣誉称号的退役军人考生，加20分。三、应届高级中等教育学校毕业考生，高级中等教育阶段获得2011年自治区级青少年科技创新大赛一等奖者，加10分。 看真点：（一）在全区范围内（除南宁市、柳州市、桂林市、梧州市、北海市等5市的城区外），对瑶族、苗族、侗族、毛南族、仫佬族、回族、彝族、京族、水族、仡佬族等10个世居少数民族的考生，总分降低20分。对融水、三江、龙胜、恭城、隆林、富川、罗城、环江、巴马、都安、大化、金秀等12个民族自治县和享受民族自治县同等待遇的资源、凌云、西林3个县以及防城港市的防城区、东兴市2个区、市的考生（含汉族考生），总分降低20分。",7,"policy","Zhuang"
"602","壮族服装婚纱 结婚想穿我们壮族服装，有卖的或者知道哪里卖的，麻烦给个联系方式，谢谢 我认识有人。",2,"job","Zhuang"
"603","人多力量大(一)  桂东山区 梧州市藤县",3,"culture","Zhuang"
"604","葛剑雄：家谱的局限性是明显的 家谱是社会史研究的重要史料家族研究是社会史研究的基础，家谱无疑是社会史研究的重要史料。家谱的资料，如经济方面，记录了该家族的集体田产数量、分布、收益以及该家族经济上的盛衰，有时还是具体的数字和契约文书；文化方面，记录了该家族的家庭教育、科举、人才、技艺以及有关的著作、诗文；制度方面，记录了该家族的组织系统、族规、婚丧礼仪制度、管理方法等；其具体、详细的程度是其它来源的史料所无法比拟的。（葛雯）近年来，家谱作为一种重要的历史文献，已经受到有关学术界的高度重视，但总的来说，家谱的文献价值还没有得到充分的利用。同时，从另一角度看，特别是从已有的成果看，还普遍存在着一些片面性，反映出一些学者对家谱的局限性缺乏足够的认识，不能不引起我们的注意。 家谱是社会史研究的重要史料家族研究是社会史研究的基础，家谱无疑是社会史研究的重要史料。家谱的资料，如经济方面，记录了该家族的集体田产数量、分布、收益以及该家族经济上的盛衰，有时还是具体的数字和契约文书；文化方面，记录了该家族的家庭教育、科举、人才、技艺以及有关的著作、诗文；制度方面，记录了该家族的组织系统、族规、婚丧礼仪制度、管理方法等；其具体、详细的程度是其它来源的史料所无法比拟的。（葛雯）近年来，家谱作为一种重要的历史文献，已经受到有关学术界的高度重视，但总的来说，家谱的文献价值还没有得到充分的利用。同时，从另一角度看，特别是从已有的成果看，还普遍存在着一些片面性，反映出一些学者对家谱的局限性缺乏足够的认识，不能不引起我们的注意。",3,"culture","Zhuang"
"605","怎么判责任？  两辆乘龙汽车要负责。应该路中的那辆乘龙责任大。",2,"job","Zhuang"
"606","油炸懒洋洋 @油炸懒洋洋  哪门子玩意过来 懒羊羊可能被关进黑屋了！",8,"other","Zhuang"
"607","农姓的朋友记录一下我们农姓的字辈 先祖的字辈我记不得了，不过，我爷爷是“开”字辈，我爸爸是“福”字辈，我是“德”字辈，儿子……到时候再说``` 全乱了套了。建字辈后面应该是家之辈吧？
怎么各地如此不同�",3,"culture","Zhuang"
"608","语言的传承对于一个族群来讲是致命的 没有语言这个族群相当于消失 所谓再弱势的语言也是我们的语言，只不过他在境内无法实现大规模普及流行，强势弱势只是相对而言，不代表一个语言他的本质功能丢失，更多是人为的结果。语言里面传承有文化和思路，是独一无二的宝藏，一个族群必须传承语言，哪怕现在暂时不能发扬光大，保住根基是绝对的底线。",7,"policy","Zhuang"
"609","几种来自美洲物种的壮语名称 发现美洲大陆后才传到壮族地区的物种，总结比较常见有名的几个外来物种。                                                       我那边的壮语：1.西红柿:mak caiq，2.番石榴:mak gyoi，3.玉米haeux dae/糇忒，4.辣椒 lwg manh，5·红薯maenz，有些地方叫sw思。6.还有一种凉薯也是美洲来的叫maenz/sw  gou gat。不知道它们从哪个方向传播到壮族地区，发音基本与汉语无关。 .番石榴:mak oij 原来也是美洲大陆传到壮族地区的物种啊？我们这边山上野生的大片大片。还以为是原生种。",4,"language","Zhuang"
"610","子虚乌有的韦天贡  所谓的韦天贡或者韩天贡，原来竟然是民国时期被杜撰出来的，真是让人贻笑大方！",3,"culture","Zhuang"
"611","达秀 - 下定决心忘记你(壮)  Muenh mwngz ngoenzcog gvaq ndaej ndei 願你明天過得好",4,"language","Zhuang"
"612","再次声明：“ 土白话 ” 一词不是壮族人发明的！ 再次声明：“ 土白话 ” 一词不是壮族人发明的！ 是广西东部、东南部一些汉族人称自己的母语为土白话。所谓的土白话，是相对于白话(粤语广府片)而言。《外来媳妇本地郎》中提到的 “ 乡下话 ” 就是广西汉族人所称的土白话。广西一些城市、城镇讲白话，农村讲土白话，比如梧州市区、苍梧县原县城龙圩镇，就是讲白话，苍梧县的乡镇下面讲土白话；桂平市区讲白话，乡下农村讲土白话。楼主以前认识的一个梧州市下辖的岑溪市的妹仔，她说她家里讲土白话。",4,"language","Zhuang"
"613","壮族的源头在哪里？ 众所周知，越人文化最发达，最早的是良渚文化，干栏建筑，稻作文化，最古老的应该就是在吴越地区。就像汉藏的起源在辽西，在华北。我认为越人的起源应该在良渚文化，在浙江。从语言上来说，吴语一直都有壮傣语的遗存。如果从近期来说，广州应该是壮傣语第二次发育的地方，壮语和泰语包括数词等等，都是在汉朝到南朝期间被汉语影响的。曾经的壮傣语应该是两广的第一语言，只是后来冼夫人和冯太守结亲，壮傣语才逐步被广东话代替。看现代粤语的构成，明显也有壮傣语的很多底层词汇。甚至看粤语的分布，也是这一千年来，逐步从广州沿着西江和海岸推进的。所以我认为，远的文化和语言的源头在良渚，近的文化和语言源头在广州。例如某些人说的源头在宾阳又或者在哪里，那是不可信的，因为没有强大的经济，哪里做得了源头。必然是经济发达的地方的文化，代替经济落后的地方。两广汉族和壮族的血缘绝对比我们想象的要亲密。 知乎上一位大佬讲的壮傣语和粤语的起源，",3,"culture","Zhuang"
"614","越人歌",3,"culture","Zhuang"
"615","越人歌 今夕何夕兮搴舟中流。今日何日兮得与王子同舟。蒙羞被好兮不訾诟耻。心几烦而不绝兮得知王子。山有木兮木有枝，心悦君兮君不知。 顶",3,"culture","Zhuang"
"616","中科 院院士研究发现汉藏同源 近日，中国科学院院士、中科院昆明动物研究所研究员张亚平所率领的研究团队，用分子遗传学的方法研究藏族群体获得了重大突破：他们发现，藏族的祖先群体绝大部分是新石器时代以后来自于中国北方的人类群体，这为“汉藏同源”提供了生物学方面的证据。现代藏族人的绝大部分的母系遗传组份可以追溯至新石器时期以来迁入青藏高原的中国北方人群。至少早在2.1 万年以前的旧石器时代晚期，现代人类祖先就开始在海拔超过4000 米的“世界屋脊”——青藏高原上繁衍生息。北京科技报报道 近日，中国科学院院士、中科院昆明动物研究所研究员张亚平所率领的研究团队，用分子遗传学的方法研究藏族群体获得了重大突破：他们发现，藏族的祖先群体绝大部分是新石器时代以后来自于中国北方的人类群体，这为“汉藏同源”提供了生物学方面的证据。另外，他们还发现，至少早在2.1万年以前的旧石器时代晚期，现代人类祖先就开始在海拔超过4000米的“世界屋脊”——青藏高原上繁衍生息。12月15日，美国最新出版的权威期刊《美国科学院院刊》发表了他们的研究成果。从2006年开始，张亚平率领一支包括他本人在内总共16人组成的课题组就开始用分子遗传学的方法研究藏族群体。作为该项目的负责人之一，昆明动物研究所研究员张庆鹏全程参与了藏族群体的分子遗传学研究，他在接受《北京科技报》采访时表示，他们课题组之所以选择藏族，主要有两个方面的原因：一是根据历史记载，藏族人很久以前就定居在环境较恶劣的世界屋脊——青藏高原上，并且还有自己的语言文字，创造了灿烂的藏族文化，这都使得藏族成为世界各地人们心中一个神秘的值得探索的民族。另外，藏族是一个很大的民族群体，根据1990年第四次全国人口普查数据显示，中国境内的藏族人口达到459万。而语言学、历史学方面的研究都表明，藏族与中国最大的民族——汉族关系非常密切，很多学者都提出“汉藏同源”的观点。因此要了解中华民族的过去，藏族是不可回避的重要的一环。孔庆鹏告诉记者，目前分子人类学追踪人类演化的足迹主要有两种非常有效的分子标记：即Y染色体非重组区段和线粒体D。前者在男性之间进行遗传，严格遵从从父到子的遗传方式；而后者则由母亲遗传给后代，再由女性后代往下传递，因此表现出严格的母系遗传方式。“在分子人类学研究中，这两种遗传标记在探究人类历史以及不同人群之间的渊源关系上有很大的优势。由于他们均不存在重组，这一特点可以使它们能够完整地保存父系或母系祖先的遗传信息，容易构建谱系树。另外，因为它们均呈单系遗传，可直接追踪父系或母系遗传的历史。”孔庆鹏说，他们选择了研究现代藏族人的母系遗传结构作为本次研究的切入口。研究小组共采集了680份藏族人群样本，这些样本覆盖西藏、青海、甘肃、四川及云南等藏族主要聚居地，其中西藏地区的样本有388份。而后，研究人员在通过对收集到的样本进行线粒体D变异状况分析时发现，现代藏族人的绝大部分的母系遗传组份（一般称为单倍型类群）可以追溯至新石器时期以来迁入青藏高原的中国北方人群。孔庆鹏说，目前，他们的研究都是在“世界各地的现代人都是起源于非洲”的基础上进行的。按照该理论，现代人有共同的祖先，他们约6~7万年前走出非洲后定居于世界不同的地方，而后各自独立进化发展，形成各个地区有特色可以辨识的母系遗传组份。目前尽管这个理论还面临着很多尤其是考古人类学方面的一些争议，但是在国际分子人类学领域，目前已经基本成为一种共识。 “我们还把藏族群体的遗传组份同东亚其他很多群体的遗传组份进行了细致的比较，发现藏族同中国北方群体有非常相似的遗传组份组成。另外，考古方面发现，青藏高原上的细石器同中国北方的细石器很相似；历史记载藏族人的祖先‘蕃’与中国西北的古氐、羌部落关系非常密切。这些研究也支持了我们还有其他研究者对藏族的遗传学研究结果：即从母系遗传角度来看，藏族的绝大部分遗传组份其实来自于中国北方群体。”孔庆鹏说。张亚平课题组的研究也得到复旦大学副校长、国际人类基因组组织理事金力教授的支持。近些年来，他带领自己的研究小组也一直在利用分子人类学的方法追踪现代人尤其是亚洲人群的迁徙、繁衍和族群起源等有关问题。他在接受《北京科技报》采访时表示，他的课题组采用标准和常规的基因研究手段来研究藏族群体，其研究成果对厘清藏族的源流和演变具有很大的价值。金力表示，虽然在人类学研究领域，分子人类学和考古人类学是完全不同的两种研究方法，前者是利用现代人的信息片段来研究其祖先的源流和迁徙路径，而后者是利用远古人类留下的信息片段来推断他们的迁徙和演变。就一般意义而言，它们在推断古人类的生活年代时因为研究方法的不同及误差会有一些不一致，有时甚至还会相差很远，但是如果拥有的样本较多，就会出现一些比较一致的结果。而这样能够相互印证的结果就比较可靠。但是，目前张亚平课题组的研究和一些考古结果却和冰川理论发生了一些冲突。此前的理论一直认为，1.6~2.4万年前青藏高原被冰川所覆盖，不可能有古人类居住。现在张亚平课题组的基因研究证据和考古学证据都否认了这个观点，这是不是意味着当前的一些冰川理论有误呢？对此，孔庆鹏表示，关于青藏高原在末次冰盛期的冰川覆盖情况一直存在争议。研究者们最初认为在末次冰盛期青藏高原整个被冰川覆盖，但是随着研究的深入展开，越来越多的证据表明在末次冰盛期青藏高原上从来没有出现过连续覆盖整个区域的大冰原，而是一小块一小块的不连续地占领一些山头的冰川。孔庆鹏说，现在有古环境研究表明，在2.5~5万年前，青藏高原的环境相对还比较好。到末次冰盛期，虽然青藏高原上的气候条件已经变得比较恶劣，但是也并没有像原先所想的整个被冰原覆盖。因此，旧石器时代晚期的现代人类祖先得以在青藏高原幸存了下来。但是无论是来自考古人类学还是分子人类学的证据，目前藏族的祖先都给后人留下了一个谜团：青藏高原生存环境严酷，这部分人群为什么会在2万多年前从中国的北方进入到这里并定居下来呢？孔庆鹏对记者坦陈，目前这个问题他们也还无法做出回答，有待进一步进行深入研究。",3,"culture","Zhuang"
"617","客家吧吧务要tu sh.a 光土著，那两个汉字还不让打 客家吧吧务要tu sh.a 光土著，那两个汉字还不让打，， 半年了这人还是小吧主，",4,"language","Zhuang"
"618","广西今年计划招147名定向壮汉双语师范生 南宁30名 广西今年计划招147名定向壮汉双语师范生 南宁30名2017年06月15日    来源：广西民族报网    字号：[大  中  小]　　6月12日，记者从自治区教育厅获悉，今年广西计划招收147名高中起点三年制专科层次免费小学壮汉双语教师定向培养师范生（以下简称“定向双语师范生”），毕业后定向到宾阳县等25个县（市、区）任教。其中，南宁计划招收30名定向双语师范生。　　据悉，广西从1981年开始进行壮汉双语教学试点。为进一步推动民族教育事业科学发展，从根本上解决壮汉双语教师队伍存在的数量不足、质量不高等突出问题，广西提出从2014年到2018年，培养约500名“下得去、留得住”且能胜任小学壮汉双语课程教学任务的小学教师。　　根据广西壮族自治区教育厅、人力资源和社会保障厅、财政厅、机构编制委员会办公室联合印发的《关于实施小学壮汉双语教师定向培养计划的通知》精神，今年计划定向宾阳县等25个县（市、区）招收147名定向双语师范生，由广西师范学院承担培养任务 。记者了解到，南宁市共计划招收30名定向双语师范生。其中，宾阳县计划招收5名，文科教师3名，理科教师2名；上林县计划招收23名，文科教师12名，理科教师11名；马山县计划招收2名，文科教师和理科教师各1名。　　据介绍，招生对象及条件为参加2017年普通高考、生源地为定向招生县的普通高中毕业生；会讲壮语（包括壮语当地方言）；高考成绩达到2017年广西高职高专录取控制分数线。　　怎么填报志愿？据介绍，高考成绩达到2017年广西高职高专最低录取分数控制线以上的计划生源地考生，在高职高专提前录取批次志愿栏中填报广西师范学院的小学教育（壮汉双语方向）专业，文理兼招。高职高专提前批志愿填报结束后，由广西师范学院组织符合条件的考生进行面试。最后综合高考成绩、面试成绩，择优录取。　　定向双语师范生在校学习期间免除学费，免收住宿费，并按照有关政策发放生活费补助。毕业后符合安排工作条件的定向生由县教育、人社等部门负责安排就业，有编有岗。定向双语师范生入学前必须签订《广西小学壮汉双语教师定向培养计划协议书》，毕业后定向分配到本县（市、区）壮汉双语小学或教学点从事小学壮汉双语教学8年以上。作者：陈媚 已经报名啦 好紧张好紧张",7,"policy","Zhuang"
"619","进来看看，你看得出这是哪里的壮语吗？ 进来看看，你看得出这是哪里的壮语吗？ ，，",4,"language","Zhuang"
"620","广西招184名定向双语师范生，高考成绩达到高职高专录取控制分 广西招184名定向双语师范生，高考成绩达到高职高专录取控制分数线均可报考，， 报考广西民族大学的少数民族语言文学专业也行",7,"policy","Zhuang"
"621","北京日报客户端：家谱的局限性是明显的 北京日报客户端：家谱的局限性是明显的 ，",3,"culture","Zhuang"
"622","通过这几天在壮族吧的观察，感觉 通过这几天在壮族吧的观察，感觉广西的壮族同胞挺悲哀的，真心话啊，1000多万的壮族人口基数，竟然被同化成这样，扎心啊，有空来曲靖师宗逛逛吧，看我们这边的壮族，现在学生都穿壮族服装，说壮语，曲靖市总共600多万人口，壮族才占3万多，我们在师宗，曲靖，昆明也讲壮语，我们都以自己是沙族人骄傲着",3,"culture","Zhuang"
"623","欢迎大家来到全国最大的彝族县 **** 这里都是双语 学校以及各方面 ******** 牛逼有自己的文字",7,"policy","Zhuang"
"624","坡芽村：一个因“爱情密码”而“红”的壮族村寨 坡芽新貌 刘畅 摄古朴的寨门、多彩的文化墙、特色的民居……走进文山壮族苗族自治州富宁县剥隘镇坡芽村，一股乡村发展新气息扑面而来，这里是唱响世界的坡芽歌书的故乡，一处充满诗情画意的人间仙境，一个山花烂漫的原生态少数民族村庄。“欢迎到我们村参观游玩，体验坡芽文化。”热情好客的坡芽村民身着民族盛装到村口举行欢迎仪式，迎接远方来的客人。这些年，大山深处的坡芽村因坡芽山歌享誉世界而被世人知晓，已成为乡村游的网红打卡地。“我们村这几年发展变得越来越好，知名度越来越高，都因我们从小一直唱到大的这些坡芽山歌。”谈及村里变化，坡芽村民、坡芽歌书省级传承人农丽英脸上洋溢着幸福的笑容。她说，原来村里贫困落后，信息闭塞，进村道路是泥巴路，房屋低矮破旧，随着坡芽山歌唱出大山，走向世界，坡芽村迎来了“巨变”：新建了民居、文化广场、停车场、文化墙、寨门，进村道路硬化、公厕、太阳能路灯、健身器材、传习馆、电网、水库等基础设施配套项目一应俱全，村民生产生活条件和生态环境到全面改善。坡芽歌书 刘畅 摄“沐浴党的好政策春风，我们会继续唱好、传承好坡芽山歌，让坡芽山歌代代传，让坡芽村越来越美丽。”农丽英说。为了更好地把坡芽山歌传承下去，家家户户门前都挂着一首不同名称的坡芽山歌牌子，有游客来村里，如点到哪家门前挂着的坡芽山歌歌名，这家必须会唱给游客听。随着乡村振兴战略的实施，如今的坡芽村迎来了更好的发展机遇。“我们村这些年的发展变化，得益于党的好政策。接下来，我们将继续传承好坡芽山歌，乘着乡村振兴春风，做强产业，做好乡村旅游，把坡芽村建设更加美好。”憧憬未来，坡芽村村长农建斌信心满满。云报全媒体记者：黄鹏 张登海 马喆 殷洁 孙琴霞 刘畅文山日报记者：李沅璟 唐雪娇文山州广播电视台记者：张磊 罗佳贵富宁县融媒体中心记者：邝田云 黎莹颖",3,"culture","Zhuang"
"625","武鸣壮普词汇选取有何依据!  壮普就是壮普，什么叫做武鸣壮普？壮普(标壮)是壮语里的普通话，武鸣话是壮语的方言。",4,"language","Zhuang"
"626","壮乡夏日…平果市布镜湖秀丽风光，来游玩游泳钓鱼不用门票，一分 壮乡夏日…平果市布镜湖秀丽风光，来游玩游泳钓鱼不用门票，一分钱不收。 保持完好原生态的天然湖光山色~平果市布镜湖",3,"culture","Zhuang"
"627","武鸣邕宁宾阳横县百色数区县的方言也是北壮方言？ 南宁百色下面的区县的壮语方言什么时候是北壮方言了？ 我不是挑起纷争，暗地里排斥武鸣壮语的恰恰是柳州河池来宾等地的壮人，为什么他们不接受壮语标准音 因为标准音壮语和北壮语方言不是很像",4,"language","Zhuang"
"628","历史上的东越土著去哪了？ 我在历史教科书上看到，秦朝时期南方，有东越和南越这两个地区。东越位于今福建省地区，但现在怎么都变成了全汉族区。福建连个自治县也没有。而南越，也就是今广西的土著民族壮族确保留到了今天。到底东越的土著民族都去哪了？ 都被汉人同化了,汉人中的O1 大部分就是东越和南越成分.现在浙江和广东都有大量的O1血统的人.不过东越和南越跟你们西越是不同宗的, 西越主要是孟高棉血统O2A,百越文化,乃是百越化的瓯骆人.也就是说,西越是受东越文化影响而成,但不是同一个祖宗.",7,"policy","Zhuang"
"629","有没有同是钓鱼佬的比侬！ 贴吧里面又没有同是钓鱼佬的比侬啊？传统钓，台钓，路亚，飞蝇的都可以，海杆阵，抛竿，都可以少看窄窄的屏幕，多出去走走。啧啧，常吃鱼，头脑棒！还有！献出你们的钓点靖西-大新   天等-大新   龙州-大新   扶绥-大新   一带，有什么不错的钓点，gyang gyang 嘛还有，把你们的鱼获献出来！！上图！把鱼名配上你们的母语！",3,"culture","Zhuang"
"630","吧友们这是壮族服装吗 云南文山 吧友们这是壮族服装吗 云南文山 应该是苗族或者彝族的服装！",3,"culture","Zhuang"
"631","只会说壮语算不算文明人? 近段时间看到一些地方和学校常有这样的标语 “请说普通话，做个文明人”然后我发现我们那里上了年纪的一大帮连汉语都不会说，看电视只会看的图影，听不懂说什么，这类的人就不算文明人了吧！ 还有就是说着标准汉语的人去偷井盖，上街乞讨，这类人又算不算文明人呢？",4,"language","Zhuang"
"632","定制最美壮族苗族日常装舞台装18551691233微 ，， 我到过嘉兴市。那是好地方。偶尔有些强烈天气而已。大部分时间是好天气。嘉兴也有店子做民族服装？",2,"job","Zhuang"
"633","为什么很多人说壮语像越南话？因为很多地方的壮语感觉更像是在“ 为什么很多人说壮语像越南话？因为很多地方的壮语感觉更像是在“唱”壮语，单单听感上而言就很像东南亚诸语，加上很多地方的壮语方言又很“软”尾音又很长，不懂壮语的人一听。会误以为是越南话实际上即使同一个词汇，越南话对该词的发音包括声母韵母等等和壮语都不一样，但是越南语和壮语的那个调调却一样！举个例子贵州某地壮语，你从远处听 以为是苗语但是你仔细听才发现原来是壮语，词汇、发音都是壮语因为语气、语调、语速等方面某些偏差值与主流壮语发生较大的变异，导致从听感上听起来很像苗语在举个例子，以前壮吧某个吧友一直发帖强调他哪里的方言是全壮语里最“硬”的，然后他发了很多语音，但对我来说他那里的壮语压根根本不硬越软的壮语听感上越接近越南语，越硬的壮语听起来就不像越南语，甚至听感上都不像老挝语太语；什么是软什么是硬？我用汉语來举例，软的汉语方言有四川话、东北话、钦廉粤语—对应的硬的汉语方言柳州话、普通话、广州话 很软很软的，叫泰国。 半性人多，人妖多，所以说我我们学语言也学偏了 可能喜欢学两句来搞笑，正常人应该比较正一点。",4,"language","Zhuang"
"634","客家 畲族 南蛮？  @南宁巡抚   农药佬今年还种芋头吗？",8,"other","Zhuang"
"635","官方壮话为什么是武鸣话？ 与北京话对应普通话比，现在的武鸣话推广成果怎么样？ 标准壮语 ≠ 武鸣壮语。武鸣壮，是壮语的方言。。标准壮，是壮语的 “ 普通话 ”",4,"language","Zhuang"
"636","求一套女性壮族服装 是壮族人，不过因为祖上离开广西，所以不在广西了，服饰之类的也没有。学校要求少数民族要穿本民族服装，所以想到贴吧求助了。希望有朋友可以帮助，谢谢。 自己做",3,"culture","Zhuang"
"637","壮语 挥着翅膀的女孩  为什么不去壮语吧呢？",4,"language","Zhuang"
"638","想请教众吧友“呗侬”是什么意思? 我是壮族的，我想着呗侬是不是兄弟的意思？可是在我那里说兄弟是叫“答侬”可能我是一个假壮族人吧，哈哈。听醉酒的老人家说过我村子的打架抢来的，也不知道他是吹牛还是怎样，也不知道祖上是从哪里来的，从小没见过壮族的服饰，图腾，文字。 别沉了啊",3,"culture","Zhuang"
"639","你们那边的壮语是不是也称猫头鹰为罗勾哭？ 你们那边的壮语是不是也称猫头鹰为罗勾哭？ 广西最东部的乡镇，猫头鹰叫 roeggaeuroeg 鸟gaeu ①藤 ②动物头上的角 ③下(如：一下、两下、三下……)猫头鹰叫 roeggaeu 和此 gaeu 释义无关。猫头鹰在夜间发出“gaeu、gaeu、gaeu ……”的叫声，故而得名 roeggaeu",4,"language","Zhuang"
"640","贝侬们，请晒出你们的靓照……看看咱壮族，长相都有什么特征。 发现咱壮族人长相和汉人几乎没什么差别，甚至连姓氏也是一样的……不像彝族的姓氏，四个字的。如果自己一个在外面工作，不是自己说的，还没人知道呢。 我先晒晒自己一张……请各位贝侬踊跃晒照，特别咱壮族的姑娘们更要积极点啦……嘿嘿。",3,"culture","Zhuang"
"641","【花山音画】宁明壮族花炮节 【花山音画】宁明壮族花炮节宁明电视2021-05-26 17:06:29宁明壮族花炮节是广泛流传于宁明县境内各乡镇的传统民俗，尤其以宁明县城中镇纳利村每年农历二月初二举办的花炮节最为典型，每届花炮节，都吸引了来自县内外的众多观众、游客到场观赏。纳利村依山傍水，古榕遮天蔽日，另有修竹滴翠，俨然一副天然山水画。纳利村位于明江河谷地带，多石灰岩石山和丘陵草坡，因其地理环境的多样性，造就了许多独特的生产生活习俗和节庆习俗，花炮节便是其中传统的民俗。宁明壮族花炮节源于清代康熙时期，距今已有300多年历史，后日渐盛行，每年农历二月初二定期举办，且逐年除“抢花炮”外，还增加壮族山歌传唱、拔河、球类、传统体项目比赛、文艺表演等活动。宁明壮族花炮节有别于其他民族的“花炮节”，俗称“祭三公”（天公、地公、人工），旨在以祭祀方式祈求风调雨顺、天肥地美、五谷丰登、人丁兴旺。“花炮节”期间还有歌圩、民间艺术、民间体育等活动项目，热闹非凡、蔚为壮观。“抢花炮”共设“一炮”、“二炮”、“三炮”（女子），在进行宴请亲朋好友、请炮、游村、祭土地公等环节后进行。一般有邻村的村民参加，人数不限，场地选择在村中空旷的坡地，“一炮”获得者奖品最丰厚，有全猪、全羊、“三禽”、奖金等，荣誉也最高，被视为凯旋的英雄，亲朋好友都来庆贺，其喜庆场面胜过婚嫁庆典。今年获胜者负责置办来年的全猪、全羊、“三禽”等贺礼，奖金则由村民集资，作为当年获胜者的奖品，如此类推，已相沿成俗流行至今。宁明壮族花炮节的延续，对研究壮族社会生活、生产方式、民俗民风等提供了依据，且有重要的民族学研究价值；其次，宁明壮族花炮节是广泛流传于宁明境内的重大民族性节日，反映了宁明地区壮族特有的人生习俗、审美个性和宗教信仰，体现了壮族人民的自尊自强、英勇顽强、用于拼搏、热情好客的个性，有其深厚的文化内涵再次，宁明壮族花炮节“抢花炮”场面壮观，参与人数多，拼抢激烈，被誉为“东方橄榄球”。除了主要环节“抢花炮”外，花炮节还相应举办歌圩、赛歌、盘歌、对歌、祭祀、舞龙舞狮、民间体育竞技等活动，既是宁明壮族民间重大节日，又是宁明壮族人民独特民俗、宗教和民间体育活动的最好展示，具有极高的观赏性。《欢呼胜利》 龚义文摄 “三禽”是鸡鸭鹅吗？",3,"culture","Zhuang"
